iter	Passed	Remaining
3387	2409	1146
3388	2409	1145
3389	2410	1144
3390	2411	1144
3391	2412	1143
3392	2412	1142
3393	2413	1142
3394	2414	1141
3395	2414	1140
3396	2415	1140
3397	2417	1139
3398	2418	1139
3399	2419	1138
3400	2419	1137
3401	2420	1137
3402	2421	1136
3403	2422	1135
3404	2422	1134
3405	2423	1134
3406	2424	1133
3407	2424	1132
3408	2425	1132
3409	2426	1131
3410	2427	1130
3411	2427	1129
3412	2428	1129
3413	2429	1128
3414	2429	1127
3415	2430	1127
3416	2431	1126
3417	2432	1125
3418	2432	1125
3419	2433	1124
3420	2434	1123
3421	2435	1122
3422	2435	1122
3423	2436	1121
3424	2437	1120
3425	2437	1119
3426	2438	1119
3427	2439	1118
3428	2439	1117
3429	2440	1117
3430	2441	1116
3431	2442	1115
3432	2442	1115
3433	2443	1114
3434	2444	1113
3435	2444	1112
3436	2445	1112
3437	2446	1111
3438	2446	1110
3439	2447	1110
3440	2448	1109
3441	2449	1108
3442	2449	1107
3443	2450	1107
3444	2451	1106
3445	2452	1105
3446	2452	1105
3447	2453	1104
3448	2454	1103
3449	2454	1102
3450	2455	1102
3451	2456	1101
3452	2457	1100
3453	2457	1100
3454	2458	1099
3455	2459	1098
3456	2459	1097
3457	2460	1097
3458	2461	1096
3459	2461	1095
3460	2462	1095
3461	2463	1094
3462	2464	1093
3463	2464	1092
3464	2465	1092
3465	2466	1091
3466	2467	1090
3467	2467	1090
3468	2468	1089
3469	2469	1088
3470	2470	1088
3471	2470	1087
3472	2471	1086
3473	2472	1085
3474	2472	1085
3475	2473	1084
3476	2474	1083
3477	2475	1083
3478	2475	1082
3479	2476	1081
3480	2477	1080
3481	2477	1080
3482	2478	1079
3483	2479	1078
3484	2480	1078
3485	2480	1077
3486	2481	1076
3487	2482	1076
3488	2483	1075
3489	2483	1074
3490	2484	1073
3491	2485	1073
3492	2485	1072
3493	2486	1071
3494	2487	1071
3495	2487	1070
3496	2488	1069
3497	2489	1068
3498	2490	1068
3499	2490	1067
3500	2491	1066
3501	2492	1066
3502	2492	1065
3503	2493	1064
3504	2494	1063
3505	2495	1063
3506	2495	1062
3507	2496	1061
3508	2497	1061
3509	2497	1060
3510	2498	1059
3511	2499	1058
3512	2500	1058
3513	2500	1057
3514	2501	1056
3515	2502	1056
3516	2502	1055
3517	2503	1054
3518	2504	1053
3519	2505	1053
3520	2505	1052
3521	2506	1051
3522	2507	1051
3523	2507	1050
3524	2508	1049
3525	2509	1049
3526	2510	1048
3527	2510	1047
3528	2511	1046
3529	2512	1046
3530	2513	1045
3531	2513	1044
3532	2514	1044
3533	2515	1043
3534	2515	1042
3535	2516	1041
3536	2517	1041
3537	2518	1040
3538	2518	1039
3539	2519	1039
3540	2520	1038
3541	2521	1037
3542	2521	1037
3543	2522	1036
3544	2523	1035
3545	2523	1034
3546	2524	1034
3547	2525	1033
3548	2526	1032
3549	2526	1032
3550	2527	1031
3551	2528	1030
3552	2528	1029
3553	2529	1029
3554	2530	1028
3555	2531	1027
3556	2531	1027
3557	2532	1026
3558	2533	1025
3559	2534	1025
3560	2534	1024
3561	2535	1023
3562	2536	1022
3563	2537	1022
3564	2537	1021
3565	2538	1020
3566	2539	1020
3567	2539	1019
3568	2540	1018
3569	2541	1017
3570	2541	1017
3571	2542	1016
3572	2543	1015
3573	2544	1015
3574	2544	1014
3575	2545	1013
3576	2546	1012
3577	2546	1012
3578	2547	1011
3579	2548	1010
3580	2549	1010
3581	2549	1009
3582	2550	1008
3583	2551	1007
3584	2551	1007
3585	2552	1006
3586	2553	1005
3587	2554	1005
3588	2554	1004
3589	2555	1003
3590	2556	1002
3591	2556	1002
3592	2557	1001
3593	2558	1000
3594	2559	1000
3595	2559	999
3596	2560	998
3597	2561	998
3598	2561	997
3599	2562	996
3600	2563	995
3601	2564	995
3602	2564	994
3603	2565	993
3604	2566	993
3605	2566	992
3606	2567	991
3607	2568	990
3608	2569	990
3609	2569	989
3610	2570	988
3611	2571	988
3612	2572	987
3613	2572	986
3614	2573	985
3615	2574	985
3616	2574	984
3617	2575	983
3618	2576	983
3619	2577	982
3620	2577	981
3621	2578	980
3622	2579	980
3623	2579	979
3624	2580	978
3625	2581	978
3626	2582	977
3627	2582	976
3628	2583	976
3629	2584	975
3630	2584	974
3631	2585	973
3632	2586	973
3633	2587	972
3634	2587	971
3635	2588	971
3636	2589	970
3637	2590	969
3638	2590	968
3639	2591	968
3640	2592	967
3641	2593	966
3642	2593	966
3643	2594	965
3644	2595	964
3645	2595	964
3646	2596	963
3647	2597	962
3648	2598	961
3649	2598	961
3650	2599	960
3651	2600	959
3652	2600	959
3653	2601	958
3654	2602	957
3655	2603	956
3656	2603	956
3657	2604	955
3658	2605	954
3659	2605	954
3660	2606	953
3661	2607	952
3662	2608	951
3663	2608	951
3664	2609	950
3665	2610	949
3666	2611	949
3667	2611	948
3668	2612	947
3669	2613	946
3670	2613	946
3671	2614	945
3672	2615	944
3673	2615	944
3674	2616	943
3675	2617	942
3676	2618	941
3677	2618	941
3678	2619	940
3679	2620	939
3680	2620	939
3681	2621	938
3682	2622	937
3683	2623	937
3684	2623	936
3685	2624	935
3686	2625	934
3687	2625	934
3688	2626	933
3689	2627	932
3690	2628	932
3691	2628	931
3692	2629	930
3693	2630	929
3694	2631	929
3695	2631	928
3696	2632	927
3697	2633	927
3698	2634	926
3699	2634	925
3700	2635	925
3701	2636	924
3702	2637	923
3703	2637	922
3704	2638	922
3705	2639	921
3706	2639	920
3707	2640	920
3708	2641	919
3709	2642	918
3710	2642	917
3711	2643	917
3712	2644	916
3713	2645	915
3714	2645	915
3715	2646	914
3716	2647	913
3717	2647	913
3718	2648	912
3719	2649	911
3720	2650	910
3721	2650	910
3722	2651	909
3723	2652	908
3724	2652	908
3725	2653	907
3726	2654	906
3727	2655	905
3728	2655	905
3729	2656	904
3730	2657	903
3731	2658	903
3732	2658	902
3733	2659	901
3734	2660	901
3735	2660	900
3736	2661	899
3737	2662	898
3738	2663	898
3739	2663	897
3740	2664	896
3741	2665	896
3742	2666	895
3743	2666	894
3744	2667	893
3745	2668	893
3746	2668	892
3747	2669	891
3748	2670	891
3749	2671	890
3750	2671	889
3751	2672	888
3752	2673	888
3753	2673	887
3754	2674	886
3755	2675	886
3756	2676	885
3757	2676	884
3758	2677	883
3759	2678	883
3760	2678	882
3761	2679	881
3762	2680	881
3763	2681	880
3764	2681	879
3765	2682	878
3766	2683	878
3767	2683	877
3768	2684	876
3769	2685	876
3770	2686	875
3771	2686	874
3772	2687	873
3773	2688	873
3774	2688	872
3775	2689	871
3776	2690	871
3777	2690	870
3778	2691	869
3779	2692	868
3780	2693	868
3781	2693	867
3782	2694	866
3783	2695	866
3784	2695	865
3785	2696	864
3786	2697	863
3787	2698	863
3788	2698	862
3789	2699	861
3790	2700	861
3791	2700	860
3792	2701	859
3793	2702	858
3794	2703	858
3795	2703	857
3796	2704	856
3797	2705	856
3798	2705	855
3799	2706	854
3800	2707	854
3801	2708	853
3802	2708	852
3803	2709	851
3804	2710	851
3805	2710	850
3806	2711	849
3807	2712	849
3808	2713	848
3809	2713	847
3810	2714	846
3811	2715	846
3812	2716	845
3813	2716	844
3814	2717	844
3815	2718	843
3816	2718	842
3817	2719	841
3818	2720	841
3819	2721	840
3820	2721	839
3821	2722	839
3822	2723	838
3823	2723	837
3824	2724	836
3825	2725	836
3826	2726	835
3827	2726	834
3828	2727	834
3829	2728	833
3830	2728	832
3831	2729	832
3832	2730	831
3833	2731	830
3834	2731	829
3835	2732	829
3836	2734	828
3837	2735	828
3838	2735	827
3839	2736	826
3840	2737	826
3841	2738	825
3842	2739	824
3843	2739	823
3844	2740	823
3845	2741	822
3846	2742	821
3847	2742	821
3848	2743	820
3849	2744	819
3850	2744	818
3851	2745	818
3852	2746	817
3853	2747	816
3854	2747	816
3855	2748	815
3856	2749	814
3857	2750	814
3858	2750	813
3859	2751	812
3860	2752	811
3861	2752	811
3862	2753	810
3863	2754	809
3864	2755	809
3865	2755	808
3866	2756	807
3867	2757	806
3868	2758	806
3869	2758	805
3870	2759	804
3871	2760	804
3872	2760	803
3873	2761	802
3874	2762	801
3875	2762	801
3876	2763	800
3877	2764	799
3878	2765	799
3879	2765	798
3880	2766	797
3881	2767	796
3882	2767	796
3883	2768	795
3884	2769	794
3885	2770	794
3886	2770	793
3887	2771	792
3888	2772	791
3889	2772	791
3890	2773	790
3891	2774	789
3892	2774	789
3893	2775	788
3894	2776	787
3895	2777	786
3896	2777	786
3897	2778	785
3898	2779	784
3899	2779	784
3900	2780	783
3901	2781	782
3902	2782	781
3903	2782	781
3904	2783	780
3905	2784	779
3906	2785	779
3907	2785	778
3908	2786	777
3909	2787	776
3910	2787	776
3911	2788	775
3912	2789	774
3913	2789	774
3914	2790	773
3915	2791	772
3916	2792	771
3917	2792	771
3918	2793	770
3919	2794	769
3920	2794	769
3921	2795	768
3922	2796	767
3923	2797	766
3924	2797	766
3925	2798	765
3926	2799	764
3927	2799	764
3928	2800	763
3929	2801	762
3930	2801	761
3931	2802	761
3932	2803	760
3933	2804	759
3934	2804	759
3935	2805	758
3936	2806	757
3937	2806	756
3938	2807	756
3939	2808	755
3940	2809	754
3941	2809	754
3942	2810	753
3943	2811	752
3944	2812	752
3945	2812	751
3946	2813	750
3947	2814	749
3948	2814	749
3949	2815	748
3950	2816	747
3951	2816	747
3952	2817	746
3953	2818	745
3954	2819	744
3955	2819	744
3956	2820	743
3957	2821	742
3958	2822	742
3959	2822	741
3960	2823	740
3961	2824	739
3962	2824	739
3963	2825	738
3964	2826	737
3965	2827	737
3966	2827	736
3967	2828	735
3968	2829	734
3969	2829	734
3970	2830	733
3971	2831	732
3972	2832	732
3973	2832	731
3974	2833	730
3975	2834	729
3976	2834	729
3977	2835	728
3978	2836	727
3979	2837	727
3980	2837	726
3981	2838	725
3982	2839	724
3983	2839	724
3984	2840	723
3985	2841	722
3986	2842	722
3987	2842	721
3988	2843	720
3989	2844	719
3990	2844	719
3991	2845	718
3992	2846	717
3993	2847	717
3994	2847	716
3995	2848	715
3996	2849	714
3997	2849	714
3998	2850	713
3999	2851	712
4000	2852	712
4001	2852	711
4002	2853	710
4003	2854	709
4004	2854	709
4005	2855	708
4006	2856	707
4007	2857	707
4008	2857	706
4009	2858	705
4010	2859	705
4011	2859	704
4012	2860	703
4013	2861	702
4014	2862	702
4015	2862	701
4016	2863	700
4017	2864	700
4018	2864	699
4019	2865	698
4020	2866	697
4021	2867	697
4022	2867	696
4023	2868	695
4024	2869	695
4025	2869	694
4026	2872	694
4027	2873	693
4028	2874	692
4029	2874	691
4030	2875	691
4031	2876	690
4032	2876	689
4033	2877	689
4034	2878	688
4035	2878	687
4036	2879	686
4037	2880	686
4038	2881	685
4039	2881	684
4040	2882	684
4041	2883	683
4042	2883	682
4043	2884	681
4044	2885	681
4045	2886	680
4046	2886	679
4047	2887	679
4048	2888	678
4049	2889	677
4050	2889	676
4051	2890	676
4052	2891	675
4053	2892	674
4054	2892	674
4055	2893	673
4056	2894	672
4057	2894	671
4058	2895	671
4059	2896	670
4060	2897	669
4061	2897	669
4062	2898	668
4063	2899	667
4064	2899	666
4065	2900	666
4066	2901	665
4067	2901	664
4068	2902	664
4069	2903	663
4070	2903	662
4071	2904	662
4072	2905	661
4073	2906	660
4074	2906	659
4075	2907	659
4076	2908	658
4077	2909	657
4078	2909	657
4079	2910	656
4080	2911	655
4081	2912	654
4082	2912	654
4083	2913	653
4084	2914	652
4085	2915	652
4086	2916	651
4087	2917	650
4088	2918	650
4089	2919	649
4090	2921	649
4091	2923	648
4092	2925	648
4093	2926	647
4094	2927	647
4095	2928	646
4096	2930	645
4097	2932	645
4098	2933	644
4099	2936	644
4100	2938	644
4101	2939	643
4102	2941	643
4103	2942	642
4104	2944	641
4105	2946	641
4106	2947	640
4107	2948	640
4108	2950	639
4109	2952	639
4110	2954	638
4111	2956	638
4112	2958	638
4113	2959	637
4114	2961	636
4115	2961	636
4116	2963	635
4117	2964	634
4118	2965	634
4119	2966	633
4120	2966	632
4121	2967	632
4122	2968	631
4123	2968	630
4124	2969	629
4125	2970	629
4126	2971	628
4127	2971	627
4128	2972	627
4129	2973	626
4130	2973	625
4131	2974	624
4132	2975	624
4133	2976	623
4134	2976	622
4135	2977	622
4136	2978	621
4137	2979	620
4138	2979	619
4139	2980	619
4140	2981	618
4141	2981	617
4142	2982	616
4143	2983	616
4144	2984	615
4145	2984	614
4146	2985	614
4147	2986	613
4148	2987	612
4149	2987	611
4150	2988	611
4151	2989	610
4152	2989	609
4153	2990	609
4154	2991	608
4155	2992	607
4156	2992	606
4157	2993	606
4158	2994	605
4159	2995	604
4160	2995	604
4161	2996	603
4162	2997	602
4163	2997	601
4164	2998	601
4165	2999	600
4166	3000	599
4167	3000	599
4168	3001	598
4169	3002	597
4170	3003	596
4171	3003	596
4172	3004	595
4173	3005	594
4174	3006	594
4175	3006	593
4176	3007	592
4177	3008	591
4178	3008	591
4179	3009	590
4180	3010	589
4181	3010	588
4182	3011	588
4183	3012	587
4184	3013	586
4185	3013	586
4186	3014	585
4187	3015	584
4188	3015	583
4189	3016	583
4190	3017	582
4191	3018	581
4192	3019	581
4193	3019	580
4194	3020	579
4195	3021	578
4196	3022	578
4197	3022	577
4198	3023	576
4199	3024	576
4200	3025	575
4201	3025	574
4202	3026	573
4203	3027	573
4204	3027	572
4205	3028	571
4206	3029	571
4207	3030	570
4208	3030	569
4209	3031	568
4210	3032	568
4211	3032	567
4212	3033	566
4213	3034	565
4214	3035	565
4215	3035	564
4216	3036	563
4217	3037	563
4218	3037	562
4219	3038	561
4220	3039	560
4221	3040	560
4222	3040	559
4223	3041	558
4224	3042	558
4225	3042	557
4226	3043	556
4227	3044	555
4228	3045	555
4229	3045	554
4230	3046	553
4231	3047	553
4232	3048	552
4233	3048	551
4234	3049	550
4235	3050	550
4236	3050	549
4237	3051	548
4238	3052	547
4239	3053	547
4240	3053	546
4241	3054	545
4242	3055	545
4243	3055	544
4244	3056	543
4245	3057	542
4246	3058	542
4247	3060	541
4248	3062	541
4249	3065	540
4250	3067	540
4251	3069	539
4252	3071	539
4253	3072	538
4254	3072	538
4255	3074	537
4256	3075	536
4257	3076	536
4258	3077	535
4259	3077	534
4260	3078	533
4261	3079	533
4262	3080	532
4263	3080	531
4264	3081	531
4265	3082	530
4266	3083	529
4267	3083	528
4268	3084	528
4269	3085	527
4270	3085	526
4271	3086	525
4272	3087	525
4273	3088	524
4274	3088	523
4275	3089	523
4276	3090	522
4277	3090	521
4278	3091	520
4279	3092	520
4280	3093	519
4281	3093	518
4282	3094	518
4283	3095	517
4284	3095	516
4285	3096	515
4286	3097	515
4287	3098	514
4288	3098	513
4289	3099	512
4290	3100	512
4291	3101	511
4292	3101	510
4293	3102	510
4294	3103	509
4295	3103	508
4296	3104	507
4297	3105	507
4298	3106	506
4299	3107	505
4300	3107	505
4301	3108	504
4302	3109	503
4303	3109	502
4304	3110	502
4305	3111	501
4306	3112	500
4307	3112	500
4308	3113	499
4309	3114	498
4310	3115	497
4311	3115	497
4312	3116	496
4313	3117	495
4314	3117	494
4315	3118	494
4316	3119	493
4317	3119	492
4318	3120	492
4319	3121	491
4320	3122	490
4321	3122	489
4322	3123	489
4323	3124	488
4324	3124	487
4325	3125	486
4326	3126	486
4327	3127	485
4328	3127	484
4329	3128	484
4330	3129	483
4331	3130	482
4332	3130	481
4333	3131	481
4334	3132	480
4335	3132	479
4336	3133	479
4337	3134	478
4338	3134	477
4339	3135	476
4340	3136	476
4341	3137	475
4342	3137	474
4343	3138	473
4344	3139	473
4345	3139	472
4346	3140	471
4347	3141	471
4348	3142	470
4349	3142	469
4350	3143	468
4351	3144	468
4352	3144	467
4353	3145	466
4354	3146	465
4355	3147	465
4356	3147	464
4357	3148	463
4358	3149	463
4359	3149	462
4360	3150	461
4361	3151	460
4362	3152	460
4363	3152	459
4364	3153	458
4365	3154	458
4366	3155	457
4367	3155	456
4368	3156	455
4369	3157	455
4370	3157	454
4371	3158	453
4372	3159	452
4373	3159	452
4374	3160	451
4375	3161	450
4376	3162	450
4377	3162	449
4378	3163	448
4379	3164	447
4380	3165	447
4381	3165	446
4382	3166	445
4383	3167	445
4384	3167	444
4385	3168	443
4386	3169	442
4387	3169	442
4388	3170	441
4389	3171	440
4390	3172	439
4391	3172	439
4392	3173	438
4393	3174	437
4394	3174	437
4395	3175	436
4396	3176	435
4397	3177	434
4398	3177	434
4399	3178	433
4400	3179	432
4401	3179	431
4402	3180	431
4403	3181	430
4404	3182	429
4405	3182	429
4406	3183	428
4407	3184	427
4408	3185	426
4409	3185	426
4410	3186	425
4411	3187	424
4412	3188	424
4413	3188	423
4414	3189	422
4415	3190	421
4416	3191	421
4417	3192	420
4418	3193	419
4419	3194	419
4420	3194	418
4421	3195	417
4422	3196	416
4423	3197	416
4424	3197	415
4425	3198	414
4426	3199	414
4427	3200	413
4428	3200	412
4429	3201	411
4430	3202	411
4431	3202	410
4432	3203	409
4433	3204	409
4434	3205	408
4435	3205	407
4436	3206	406
4437	3207	406
4438	3207	405
4439	3208	404
4440	3209	403
4441	3210	403
4442	3210	402
4443	3211	401
4444	3212	401
4445	3212	400
4446	3213	399
4447	3214	398
4448	3215	398
4449	3215	397
4450	3216	396
4451	3217	396
4452	3218	395
4453	3218	394
4454	3219	393
4455	3220	393
4456	3220	392
4457	3221	391
4458	3222	390
4459	3223	390
4460	3223	389
4461	3224	388
4462	3225	388
4463	3226	387
4464	3226	386
4465	3227	385
4466	3228	385
4467	3228	384
4468	3229	383
4469	3230	383
4470	3231	382
4471	3231	381
4472	3232	380
4473	3233	380
4474	3233	379
4475	3234	378
4476	3235	377
4477	3236	377
4478	3236	376
4479	3237	375
4480	3238	375
4481	3239	374
4482	3239	373
4483	3240	372
4484	3241	372
4485	3242	371
4486	3242	370
4487	3243	370
4488	3244	369
4489	3245	368
4490	3245	367
4491	3246	367
4492	3247	366
4493	3247	365
4494	3248	364
4495	3249	364
4496	3250	363
4497	3250	362
4498	3251	362
4499	3252	361
4500	3252	360
4501	3253	359
4502	3254	359
4503	3255	358
4504	3255	357
4505	3256	357
4506	3257	356
4507	3257	355
4508	3258	354
4509	3259	354
4510	3260	353
4511	3260	352
4512	3261	351
4513	3262	351
4514	3262	350
4515	3263	349
4516	3264	349
4517	3265	348
4518	3265	347
4519	3266	346
4520	3267	346
4521	3268	345
4522	3268	344
4523	3269	344
4524	3270	343
4525	3270	342
4526	3271	341
4527	3272	341
4528	3273	340
4529	3273	339
4530	3274	338
4531	3275	338
4532	3276	337
4533	3277	336
4534	3278	336
4535	3279	335
4536	3280	334
4537	3280	334
4538	3281	333
4539	3282	332
4540	3283	331
4541	3284	331
4542	3285	330
4543	3285	329
4544	3286	329
4545	3287	328
4546	3287	327
4547	3288	326
4548	3289	326
4549	3290	325
4550	3290	324
4551	3291	323
4552	3292	323
4553	3292	322
4554	3293	321
4555	3294	321
4556	3295	320
4557	3295	319
4558	3296	318
4559	3297	318
4560	3297	317
4561	3298	316
4562	3299	315
4563	3300	315
4564	3300	314
4565	3301	313
4566	3302	313
4567	3302	312
4568	3303	311
4569	3304	310
4570	3305	310
4571	3305	309
4572	3306	308
4573	3307	308
4574	3307	307
4575	3308	306
4576	3309	305
4577	3310	305
4578	3310	304
4579	3311	303
4580	3312	302
4581	3312	302
4582	3313	301
4583	3314	300
4584	3315	300
4585	3315	299
4586	3316	298
4587	3317	297
4588	3317	297
4589	3318	296
4590	3319	295
4591	3320	294
4592	3320	294
4593	3321	293
4594	3322	292
4595	3322	292
4596	3323	291
4597	3324	290
4598	3325	289
4599	3325	289
4600	3326	288
4601	3327	287
4602	3328	287
4603	3328	286
4604	3329	285
4605	3330	284
4606	3331	284
4607	3331	283
4608	3332	282
4609	3333	281
4610	3333	281
4611	3334	280
4612	3335	279
4613	3336	279
4614	3336	278
4615	3337	277
4616	3338	276
4617	3338	276
4618	3339	275
4619	3340	274
4620	3341	274
4621	3341	273
4622	3342	272
4623	3343	271
4624	3343	271
4625	3344	270
4626	3345	269
4627	3346	268
4628	3346	268
4629	3347	267
4630	3348	266
4631	3349	266
4632	3349	265
4633	3350	264
4634	3351	263
4635	3351	263
4636	3352	262
4637	3353	261
4638	3354	261
4639	3354	260
4640	3355	259
4641	3356	258
4642	3356	258
4643	3357	257
4644	3358	256
4645	3359	255
4646	3359	255
4647	3360	254
4648	3361	253
4649	3361	253
4650	3362	252
4651	3363	251
4652	3364	250
4653	3364	250
4654	3365	249
4655	3366	248
4656	3366	247
4657	3367	247
4658	3368	246
4659	3369	245
4660	3369	245
4661	3370	244
4662	3375	243
4663	3376	243
4664	3376	242
4665	3377	241
4666	3378	241
4667	3379	240
4668	3379	239
4669	3380	238
4670	3381	238
4671	3381	237
4672	3382	236
4673	3383	235
4674	3384	235
4675	3384	234
4676	3385	233
4677	3386	233
4678	3387	232
4679	3387	231
4680	3388	230
4681	3389	230
4682	3389	229
4683	3390	228
4684	3391	228
4685	3392	227
4686	3392	226
4687	3393	225
4688	3394	225
4689	3394	224
4690	3395	223
4691	3396	222
4692	3397	222
4693	3397	221
4694	3398	220
4695	3399	220
4696	3399	219
4697	3400	218
4698	3401	217
4699	3402	217
4700	3402	216
4701	3403	215
4702	3404	214
4703	3404	214
4704	3405	213
4705	3406	212
4706	3407	212
4707	3407	211
4708	3408	210
4709	3409	209
4710	3410	209
4711	3410	208
4712	3411	207
4713	3412	207
4714	3412	206
4715	3413	205
4716	3414	204
4717	3415	204
4718	3415	203
4719	3416	202
4720	3417	201
4721	3418	201
4722	3418	200
4723	3419	199
4724	3420	199
4725	3420	198
4726	3421	197
4727	3422	196
4728	3423	196
4729	3423	195
4730	3424	194
4731	3425	193
4732	3425	193
4733	3426	192
4734	3427	191
4735	3428	191
4736	3428	190
4737	3429	189
4738	3430	188
4739	3431	188
4740	3431	187
4741	3432	186
4742	3433	186
4743	3434	185
4744	3434	184
4745	3435	183
4746	3436	183
4747	3436	182
4748	3437	181
4749	3438	180
4750	3439	180
4751	3439	179
4752	3440	178
4753	3441	178
4754	3441	177
4755	3442	176
4756	3443	175
4757	3444	175
4758	3444	174
4759	3445	173
4760	3446	173
4761	3446	172
4762	3447	171
4763	3448	170
4764	3449	170
4765	3450	169
4766	3450	168
4767	3451	167
4768	3452	167
4769	3453	166
4770	3453	165
4771	3454	165
4772	3455	164
4773	3455	163
4774	3456	162
4775	3457	162
4776	3458	161
4777	3458	160
4778	3459	159
4779	3460	159
4780	3460	158
4781	3461	157
4782	3462	157
4783	3463	156
4784	3463	155
4785	3464	154
4786	3465	154
4787	3465	153
4788	3466	152
4789	3467	152
4790	3468	151
4791	3468	150
4792	3469	149
4793	3470	149
4794	3470	148
4795	3471	147
4796	3472	146
4797	3473	146
4798	3473	145
4799	3474	144
4800	3475	144
4801	3475	143
4802	3476	142
4803	3477	141
4804	3478	141
4805	3478	140
4806	3479	139
4807	3480	138
4808	3481	138
4809	3481	137
4810	3482	136
4811	3483	136
4812	3483	135
4813	3484	134
4814	3485	133
4815	3485	133
4816	3486	132
4817	3487	131
4818	3488	131
4819	3488	130
4820	3489	129
4821	3490	128
4822	3490	128
4823	3491	127
4824	3492	126
4825	3493	125
4826	3493	125
4827	3494	124
4828	3495	123
4829	3495	123
4830	3496	122
4831	3497	121
4832	3498	120
4833	3498	120
4834	3499	119
4835	3500	118
4836	3501	117
4837	3501	117
4838	3502	116
4839	3503	115
4840	3503	115
4841	3504	114
4842	3505	113
4843	3505	112
4844	3506	112
4845	3507	111
4846	3508	110
4847	3508	110
4848	3509	109
4849	3510	108
4850	3511	107
4851	3511	107
4852	3512	106
4853	3513	105
4854	3513	104
4855	3514	104
4856	3515	103
4857	3516	102
4858	3516	102
4859	3517	101
4860	3518	100
4861	3518	99
4862	3519	99
4863	3520	98
4864	3521	97
4865	3521	96
4866	3522	96
4867	3523	95
4868	3523	94
4869	3524	94
4870	3525	93
4871	3525	92
4872	3526	91
4873	3527	91
4874	3528	90
4875	3528	89
4876	3529	89
4877	3530	88
4878	3530	87
4879	3531	86
4880	3532	86
4881	3533	85
4882	3533	84
4883	3534	83
4884	3535	83
4885	3535	82
4886	3536	81
4887	3537	81
4888	3538	80
4889	3538	79
4890	3539	78
4891	3540	78
4892	3541	77
4893	3541	76
4894	3542	75
4895	3543	75
4896	3543	74
4897	3544	73
4898	3545	73
4899	3545	72
4900	3546	71
4901	3547	70
4902	3548	70
4903	3548	69
4904	3549	68
4905	3550	68
4906	3550	67
4907	3551	66
4908	3552	65
4909	3553	65
4910	3553	64
4911	3554	63
4912	3555	62
4913	3555	62
4914	3556	61
4915	3557	60
4916	3558	60
4917	3558	59
4918	3559	58
4919	3560	57
4920	3560	57
4921	3561	56
4922	3562	55
4923	3563	54
4924	3563	54
4925	3564	53
4926	3565	52
4927	3565	52
4928	3566	51
4929	3567	50
4930	3568	49
4931	3568	49
4932	3569	48
4933	3570	47
4934	3571	47
4935	3571	46
4936	3572	45
4937	3573	44
4938	3573	44
4939	3574	43
4940	3575	42
4941	3576	41
4942	3576	41
4943	3577	40
4944	3578	39
4945	3578	39
4946	3579	38
4947	3580	37
4948	3581	36
4949	3581	36
4950	3582	35
4951	3583	34
4952	3583	34
4953	3584	33
4954	3585	32
4955	3586	31
4956	3586	31
4957	3587	30
4958	3588	29
4959	3589	28
4960	3589	28
4961	3590	27
4962	3591	26
4963	3591	26
4964	3592	25
4965	3593	24
4966	3594	23
4967	3595	23
4968	3595	22
4969	3596	21
4970	3597	20
4971	3597	20
4972	3598	19
4973	3599	18
4974	3599	18
4975	3600	17
4976	3601	16
4977	3602	15
4978	3602	15
4979	3603	14
4980	3604	13
4981	3604	13
4982	3605	12
4983	3606	11
4984	3607	10
4985	3607	10
4986	3608	9
4987	3609	8
4988	3609	7
4989	3610	7
4990	3611	6
4991	3611	5
4992	3612	5
4993	3613	4
4994	3614	3
4995	3614	2
4996	3615	2
4997	3616	1
4998	3616	0
4999	3617	0
